 0 -463785
 23.0004 -463877
 211.585 -464168
 615.764 -464703
 1305.16 -465589
 2446.13 -467103
 4517.55 -470247
 9770.35 -485406
 91616.6 -468358
 86263.8 -466958
 86851.2 -468544
 89474.9 -472598
 95850.8 -485794
 132271 -527199
 1.18619e+06 -467279
 1.18285e+06 -467100
 1.18596e+06 -480202
 1.25144e+06 -461568
 1.23726e+06 -454894
 1.23381e+06 -452504
 1.23215e+06 -451173
 1.231e+06 -449949
 1.22962e+06 -448371
 1.22789e+06 -446639
 1.2262e+06 -445058
 1.22474e+06 -443707
 1.22349e+06 -442558
 1.22243e+06 -441578
 1.22153e+06 -440744
 1.22076e+06 -440044
 1.22013e+06 -439470
 1.21962e+06 -439016
 1.21922e+06 -438681
 1.21894e+06 -438461
 1.21878e+06 -438347
 1.21871e+06 -438265
 1.21858e+06 -438019
 1.21818e+06 -437451
 1.21748e+06 -436697
 1.21671e+06 -435968
 1.21603e+06 -435343
 1.21546e+06 -434825
 1.21499e+06 -434397
 1.2146e+06 -434042
 1.21428e+06 -433746
 1.21401e+06 -433501
 1.21379e+06 -433300
 1.21361e+06 -433140
 1.21347e+06 -433019
 1.21336e+06 -432932
 1.21329e+06 -432869
 1.21323e+06 -432807
 1.21316e+06 -432715
 1.21305e+06 -432590
 1.21292e+06 -432462
 1.2128e+06 -432367
 1.21273e+06 -432323
 1.21271e+06 -432343
 1.21277e+06 -432441
 1.21291e+06 -432633
 1.21316e+06 -432944
 1.21355e+06 -433411
 1.21411e+06 -434082
 1.21491e+06 -435005
 1.21599e+06 -436165
 1.21724e+06 -437279
 1.21816e+06 -437645
 1.21792e+06 -436861
 1.21666e+06 -435497
 1.21523e+06 -434186
 1.21402e+06 -433131
 1.21309e+06 -432323
 1.21239e+06 -431711
 1.21185e+06 -431248
 1.21145e+06 -430902
 1.21116e+06 -430650
 1.21094e+06 -430475
 1.2108e+06 -430366
 1.21072e+06 -430315
 1.2107e+06 -430315
 1.21072e+06 -430358
 1.21078e+06 -430434
 1.21087e+06 -430526
 1.21097e+06 -430617
 1.21105e+06 -430686
 1.2111e+06 -430725
 1.21113e+06 -430738
 1.21113e+06 -430741
 1.21114e+06 -430753
 1.21116e+06 -430791
 1.21121e+06 -430864
 1.21131e+06 -430981
 1.21145e+06 -431148
 1.21164e+06 -431372
 1.2119e+06 -431666
 1.21223e+06 -432045
 1.21266e+06 -432540
 1.21323e+06 -433206
 1.21402e+06 -434154
 1.21518e+06 -435660
 1.21719e+06 -438656
 1.22199e+06 -450353
 1.26251e+06 -441778
 1.24603e+06 -435453
 1.24353e+06 -434033
 1.2428e+06 -433670
 1.24273e+06 -433827
 1.24311e+06 -434458
 1.24405e+06 -435859
 1.24616e+06 -439480
 1.25301e+06 -455863
 1.32749e+06 -434690
 1.32149e+06 -431969
 1.32027e+06 -431216
 1.31983e+06 -430923
 1.31965e+06 -430800
 1.31956e+06 -430730
 1.3195e+06 -430648
 1.3194e+06 -430530
 1.31926e+06 -430386
 1.31911e+06 -430243
 1.31898e+06 -430124
 1.31888e+06 -430040
 1.31881e+06 -429997
 1.31879e+06 -429998
 1.31881e+06 -430046
 1.31889e+06 -430143
 1.31901e+06 -430292
 1.31919e+06 -430496
 1.31942e+06 -430757
 1.31971e+06 -431069
 1.32004e+06 -431418
 1.3204e+06 -431768
 1.32073e+06 -432063
 1.32098e+06 -432244
 1.32109e+06 -432286
 1.32107e+06 -432215
 1.32096e+06 -432087
 1.32082e+06 -431953
 1.32069e+06 -431844
 1.3206e+06 -431776
 1.32056e+06 -431757
