 18.1637 6.6666 0.468285
 -10.8091 -1.87323 1.60323
 0.680852 -5.08858 -15.5659
 8.39698 -5.92734 9.67878
 12.9709 -1.9818 -13.5218
 -0.334706 0.284537 1.03557
 -0.986566 -0.817259 -3.18688
 0.0515084 -0.261177 -10.6258
 -0.775851 -0.933894 -0.519345
 -3.21323 1.41385 -7.56302
 0.00256879 -0.0487952 -0.116629
 -9.82439 1.29362 -15.758
 -10.7164 1.58594 -7.77496
 2.0592 2.07095 1.79166
 1.17684 -0.178922 5.11222
 -0.628778 0.0309769 0.110099
 -0.155498 -0.728056 -0.17322
 7.95194 -0.280235 -13.694
 -0.985214 -0.592443 10.457
 -16.519 -6.38046 -2.47209
 -3.05176 3.41457 -0.572309
 -6.69272 -6.75215 -6.83754
 -1.272 8.12661 4.47199
 0.877914 -0.0637305 0.28921
 -0.233494 0.635136 15.1513
 5.37452 -1.23058 1.16679
 -8.63918 -3.64485 0.917243
 -0.0144124 -0.158474 -2.36909
 3.74694 0.783836 7.51032
 -0.173164 -0.647567 -14.7288
 4.35421 2.02702 -5.44016
 -2.03802 -17.757 -3.90946
 0.279158 -2.11106 -8.5838
 -0.0175531 0.02554 -0.199667
 -2.5347 -4.55093 5.58847
 -4.33217 -13.1838 -10.7161
 -1.79739 -0.606498 3.07366
 -12.1426 11.1024 1.88963
 -9.34448 15.0182 -8.457
 0.434491 -8.17199 -7.13365
 2.38946 -4.66614 8.64282
 -4.60866 2.2558 15.6554
 0.645705 -0.505271 19.8145
 3.253 -2.20927 -12.1873
 18.1116 7.00301 1.1297
 0.0876489 -4.00187 9.43433
 -0.654829 -2.48278 -5.1534
 -11.4142 2.64217 -5.46944
 3.09683 -2.37406 14.8268
 8.77965 -2.54851 4.36272
 3.99903 7.16291 11.5461
 -3.31008 -5.12913 -3.91801
 1.92346 -3.72353 3.37143
 0.0140861 -0.533385 -7.04968
 -0.0495026 -0.773685 2.0938
 0.704667 0.783387 0.484947
 0.505565 0.919293 -19.9673
 -3.73904 -0.214467 3.52629
 -17.965 2.70159 0.768711
 -2.87427 -1.42975 8.80615
 5.28476 -4.81058 6.73899
 -3.16731 -2.56472 16.3423
 11.0944 -2.44416 1.1645
 1.02773 0.0137764 0.167238
 -0.384958 -2.02612 -1.12802
 1.77545 0.811388 5.58082
 -1.46768 8.94752 -0.630748
 6.91527 1.39058 11.7617
 3.13123 1.8424 -0.207063
 15.2337 -6.11665 10.5523
 7.68726 7.80171 3.55908
 -13.781 -9.91099 -8.37457
 -3.72053 -3.9555 1.32635
 -0.131808 0.372678 -1.50967
 -6.89039 -12.3198 -5.41861
 -10.4459 -0.505631 3.04999
 -2.02919 6.60086 -14.4504
 -14.4719 -7.30931 -3.92783
 3.47667 -2.27206 -0.756559
 0.356861 0.089386 12.1733
 -4.96705 1.75026 2.23877
 4.46402 6.02525 0.107745
 -0.551605 -0.255142 0.0607213
 -0.638166 0.245372 0.391564
 -8.04359 -2.11685 5.78237
 -4.9074 8.11603 9.09605
 -3.07409 -7.7985 -9.44912
 0.14407 -0.945752 -0.52698
 1.37802 -0.036257 -2.22765
 -1.13277 -6.82563 11.0079
 8.17391 -5.92274 2.8535
 2.36303 1.05457 -15.3554
 10.8417 -5.24221 -0.126984
 0.336892 13.2908 4.71963
 -0.144786 -0.0873626 -12.9739
 10.104 -4.9077 -7.80066
 1.92811 10.4179 -11.2882
 -0.0186969 0.293511 0.159424
 10.3343 4.02323 -3.82147
 -1.72319 2.14061 -0.743415
 18.1728 6.67856 0.483669
 -10.8201 -1.87409 1.60603
 0.681628 -5.09275 -15.577
 8.40462 -5.93292 9.68658
 12.9794 -1.98281 -13.5295
 -0.3316 0.274523 0.988732
 -0.984525 -0.816163 -3.18766
 0.0517752 -0.260858 -10.6367
 -0.741506 -0.90985 -0.502137
 -3.21754 1.41704 -7.572
 -0.201167 0.70222 -0.953242
 -9.83084 1.29503 -15.7674
 -10.7261 1.5885 -7.78091
 2.06196 2.07426 1.7924
 1.18073 -0.175243 5.121
 -0.545191 -0.0351057 0.133618
 -0.15525 -0.690881 -0.190892
 7.95875 -0.279909 -13.7036
 -0.986666 -0.592516 10.4682
 -16.5295 -6.38461 -2.4734
 -3.05576 3.42059 -0.573497
 -6.69943 -6.75896 -6.84371
 -1.2736 8.13759 4.47669
 1.21123 0.11679 0.0113431
 -0.233854 0.636321 15.163
 5.38334 -1.23214 1.1678
 -8.6499 -3.64896 0.918653
 -0.014486 -0.156755 -2.36188
 3.75198 0.785966 7.519
 -0.173051 -0.646986 -14.7389
 4.36097 2.03117 -5.44733
 -2.03881 -17.7682 -3.91121
 0.279746 -2.1125 -8.59321
 -1717.02 1993.43 -5006.59
 -2.53864 -4.55795 5.59564
 -4.33471 -13.1931 -10.7229
 -1.80017 -0.606412 3.07683
 -12.1507 11.1107 1.89099
 -9.3494 15.027 -8.46123
 0.435646 -8.18146 -7.14036
 2.39193 -4.67212 8.65214
 -4.61281 2.25829 15.6664
 0.6461 -0.50529 19.8263
 3.2567 -2.2111 -12.1979
 18.1228 7.00058 1.11679
 0.0877615 -4.00715 9.44436
 -0.655536 -2.48578 -5.16065
 -11.4243 2.64541 -5.47443
 3.09969 -2.37596 14.8384
 8.79022 -2.55126 4.36693
 4.00263 7.1703 11.5552
 -3.31463 -5.13667 -3.92292
 1.92677 -3.72996 3.37613
 0.014352 -0.534193 -7.05943
 -0.0507599 -0.770025 2.08818
 0.690937 0.750448 0.470528
 0.50597 0.920392 -19.9789
 -3.7448 -0.213825 3.53114
 -17.9763 2.7039 0.769508
 -2.87822 -1.4311 8.8165
 5.2913 -4.81683 6.74618
 -3.17031 -2.5667 16.3539
 11.1061 -2.44668 1.16517
 -3.82564 -2.16836 3.41217
 -0.384313 -2.01597 -1.12419
 1.77687 0.810789 5.58758
 -1.46941 8.95955 -0.631752
 6.92212 1.39274 11.7715
 3.13542 1.84604 -0.207053
 15.2429 -6.12031 10.5581
 7.69507 7.81067 3.56218
 -13.7895 -9.91707 -8.37938
 -3.7266 -3.96214 1.32842
 -0.129743 0.362884 -1.50074
 -6.89549 -12.3299 -5.42198
 -10.4575 -0.506251 3.05272
 -2.03075 6.60707 -14.4603
 -14.4824 -7.31425 -3.92984
 3.48279 -2.27531 -0.757868
 0.35666 0.0900786 12.1846
 -4.97497 1.754 2.24221
 4.47037 6.035 0.107512
 -0.531383 -0.112633 0.0827498
 -0.584397 0.172235 0.311753
 -8.05342 -2.11903 5.78888
 -4.91215 8.12443 9.10366
 -3.07676 -7.80628 -9.45729
 0.106356 -0.90626 -0.491611
 1.37316 -0.0359657 -2.22716
 -1.13419 -6.83299 11.0175
 8.18329 -5.92979 2.85598
 2.36512 1.05614 -15.3666
 10.8526 -5.24738 -0.127352
 0.337217 13.3025 4.72305
 -0.144694 -0.0870612 -12.9857
 10.1133 -4.91214 -7.8068
 1.92981 10.4268 -11.2957
 -0.0485408 0.228298 0.120607
 10.3446 4.0281 -3.82522
 -1.72492 2.14355 -0.74391
 18.1942 6.7128 0.531012
 -10.8462 -1.87571 1.61331
 0.683594 -5.10264 -15.604
 8.42317 -5.94638 9.70543
 13 -1.98527 -13.5483
 -0.364121 0.243129 0.847732
 -0.976499 -0.811887 -3.18484
 0.0525742 -0.260455 -10.6633
