 0 -486337
 8.86831 -486346
 36795.3 -494746
 109434 -508141
 3.73778e+06 -512325
 3.76392e+06 -482129
 3.7693e+06 -487417
 3.87307e+06 -498264
 4.3392e+06 -551570
 4.73222e+06 -501846
 4.85564e+06 -471425
 4.84297e+06 -458760
 4.83981e+06 -455613
 4.84653e+06 -469561
 4.83168e+06 -441286
 4.9279e+06 -439970
 4.92441e+06 -439570
 4.92868e+06 -437135
 4.93371e+06 -442206
 4.94181e+06 -450289
 4.9913e+06 -470283
 4.99889e+06 -478013
 5.00636e+06 -485483
 5.00531e+06 -484435
 4.99943e+06 -478550
 5.00312e+06 -482250
 5.00709e+06 -486216
 5.01251e+06 -491659
 5.01464e+06 -493769
 5.00038e+06 -482624
 4.99643e+06 -477953
 4.98525e+06 -466783
 4.97926e+06 -460765
 4.9798e+06 -461309
 4.99013e+06 -477574
 5.04034e+06 -445587
 5.02749e+06 -432738
 5.01626e+06 -421512
 5.00627e+06 -411519
 4.99526e+06 -400511
 4.98655e+06 -391797
 4.97954e+06 -384792
 4.96805e+06 -373309
 4.94715e+06 -352395
 4.92322e+06 -329001
 4.90719e+06 -312975
 4.8945e+06 -300277
 4.8849e+06 -290679
 4.87428e+06 -280058
 4.86804e+06 -273821
 4.86338e+06 -269158
 4.86677e+06 -272553
 4.86586e+06 -271570
 4.85901e+06 -265002
 4.86217e+06 -268176
 4.85185e+06 -257838
 4.84662e+06 -252614
 4.85221e+06 -257976
 4.85137e+06 -259143
 4.84136e+06 -247374
 4.83789e+06 -243910
 4.83728e+06 -243298
 4.83346e+06 -239475
 4.83545e+06 -241467
 4.89318e+06 -241992
 4.88788e+06 -236697
 4.87957e+06 -228383
 4.88425e+06 -233340
 4.86938e+06 -218192
 4.86203e+06 -210846
 4.8584e+06 -207217
 4.8574e+06 -206216
 4.85559e+06 -204408
 5.12143e+06 -197771
 5.11867e+06 -195005
 5.1181e+06 -194438
 5.11561e+06 -191945
 5.11043e+06 -186765
 5.10856e+06 -184884
 5.10778e+06 -184103
 5.10347e+06 -179791
 5.09785e+06 -174167
 5.0937e+06 -170017
 5.09205e+06 -168370
 5.09477e+06 -171132
 5.08783e+06 -164157
 5.08698e+06 -163301
 5.0869e+06 -163221
 5.08538e+06 -161700
 5.08515e+06 -161469
 5.08545e+06 -161763
 5.08286e+06 -159182
 5.0845e+06 -160820
 5.08445e+06 -160761
 5.08154e+06 -157856
 5.08108e+06 -157402
 5.08352e+06 -159839
 5.07891e+06 -155233
 5.07865e+06 -154971
 5.08064e+06 -156958
 5.081e+06 -157318
 5.07841e+06 -154734
 5.07939e+06 -155705
 5.07632e+06 -152642
 5.07722e+06 -153542
 5.08e+06 -156311
 5.07598e+06 -152299
 5.07608e+06 -152403
 5.07871e+06 -155027
 5.07729e+06 -153612
 5.07897e+06 -155292
 5.08296e+06 -159272
 5.08291e+06 -159222
 5.08312e+06 -159444
 5.08769e+06 -163916
 5.09036e+06 -166615
 5.09157e+06 -167801
 5.09535e+06 -171577
 5.09649e+06 -172719
 5.09539e+06 -171620
 5.09801e+06 -174236
 5.09918e+06 -175413
 5.10311e+06 -179342
 5.11204e+06 -188266
 5.10821e+06 -184443
 5.15059e+06 -197187
 5.13736e+06 -186346
 5.13269e+06 -181680
 5.13199e+06 -180985
 5.13392e+06 -182907
 5.13652e+06 -185502
 5.13992e+06 -188918
 5.13477e+06 -183749
 5.13059e+06 -179573
 5.13495e+06 -183970
 5.31233e+06 -174554
 5.30679e+06 -169015
 5.33555e+06 -165434
 5.33106e+06 -160951
 5.32356e+06 -153450
 5.31995e+06 -149836
 5.32091e+06 -150794
 5.31756e+06 -147440
 5.31252e+06 -142406
 5.31266e+06 -142547
 5.30809e+06 -137982
 5.30672e+06 -136611
 5.30872e+06 -138604
 5.30442e+06 -134312
 5.30282e+06 -132710
 5.30995e+06 -139946
 5.29949e+06 -129381
 5.29748e+06 -127370
 5.29792e+06 -127808
 5.29556e+06 -125453
 5.29258e+06 -122466
 5.2933e+06 -123182
 5.29314e+06 -123029
 5.29651e+06 -126104
 5.29094e+06 -120550
 5.28831e+06 -117915
 5.28624e+06 -115846
 5.28677e+06 -116377
 5.28575e+06 -115360
 5.28475e+06 -114353
 5.2882e+06 -117802
 5.28445e+06 -114059
 5.28255e+06 -112153
 5.28288e+06 -112484
 5.28167e+06 -111277
 5.2809e+06 -110511
 5.28162e+06 -111226
 5.28137e+06 -110975
 5.28111e+06 -110717
 5.28053e+06 -110137
 5.27906e+06 -108669
 5.27951e+06 -109115
 5.27955e+06 -109150
 5.27779e+06 -107396
 5.27903e+06 -108639
 5.28291e+06 -112507
 5.27786e+06 -107462
 5.2793e+06 -108906
 5.28261e+06 -112219
 5.27851e+06 -108114
 5.27997e+06 -109578
 5.281e+06 -110607
 5.28146e+06 -111061
 5.28126e+06 -110873
 5.28188e+06 -111485
 5.27831e+06 -107917
 5.27937e+06 -108982
 5.28048e+06 -110084
 5.27745e+06 -107060
 5.27951e+06 -109119
 5.28152e+06 -111117
 5.27661e+06 -106216
 5.27722e+06 -106831
