 -10.4233 1.98299 -12.2688 10.4206 0 -6053.68
 -4.16365 -14.7722 11.3622 8.63067 0 -4217.95
 3.61472 -3.03491 -0.982671 8.54365 0 -8773.92
 5.95574 3.90303 5.86124 8.66164 0 -6804.23
 1.5186 0.244805 -3.80942 10.6229 0 -13445.8
 0.618791 -0.343699 -3.18695 9.51214 0 -12546.5
 -2.82839 7.69628 -18.0606 9.39566 0 -4995.38
 2.40925 3.30003 12.8029 9.01037 0 -6260.42
 5.83106 -2.45717 13.0959 8.5146 0 -5953.24
 -0.341206 1.5268 -4.58161 9.90967 0 -10976.5
 -1.27906 5.09236 4.76294 9.35205 0 -8292.06
 9.82107 -7.46785 4.17655 8.35706 0 -5498.51
 -3.66031 11.6332 13.4924 8.84118 0 -4420.9
 2.0786 1.13857 17.9579 10.1847 0 -5886.91
 -11.846 6.39593 7.15566 11.0367 0 -6199.01
 -2.06339 1.89558 10.4443 10.0773 0 -7901.8
 -15.1964 5.75907 -4.66332 10.3173 0 -5678.21
 -1.53596 1.30212 -11.5863 9.47943 0 -8007.8
 6.27276 9.12135 -7.0542 10.9065 0 -7298.49
 1.03774 -1.9931 -12.4177 10.221 0 -8622.71
 6.78766 8.99659 -10.5072 11.2721 0 -7005.13
 6.19952 -9.97786 -4.98919 9.56106 0 -6496.06
 8.61616 -3.05752 1.06798 8.2289 0 -6611.32
 -0.216643 -0.338754 10.1354 9.22297 0 -8099.16
 19.2618 1.49439 -0.320169 8.9375 0 -4229.46
 -2.65395 0.933786 -17.8955 11.0363 0 -6598.2
 -1.73213 -1.16598 1.48215 9.68036 0 -11418.6
 13.1327 -4.30849 -5.09426 9.37409 0 -5721.35
 0.31241 2.48468 3.25447 9.87608 0 -11035.2
 0.867411 8.59769 -7.6293 10.3021 0 -7480.16
 2.01582 0.159357 -7.30116 9.72476 0 -10713.3
 -1.16803 -3.38468 -6.61069 9.1377 0 -9048.65
 0.0920741 -0.00571836 18.552 11.8086 0 -6537.23
 -1.46931 2.26109 0.479713 8.72377 0 -10073.2
 1.93348 -9.57136 12.9296 10.9353 0 -6438.53
 1.35641 -3.09555 -6.67249 8.44747 0 -8877.9
 -12.475 3.49712 14.0691 8.85983 0 -4224.33
 0.981896 1.89236 1.94668 8.88787 0 -10953
 9.61331 2.65314 0.450261 9.60627 0 -7170.84
 2.52492 -0.351304 -4.10787 9.35669 0 -11228.8
 0.0131143 0.571558 1.28361 10.6382 0 -16354.9
 -10.4115 9.8427 -5.41812 9.05011 0 -5457.62
 4.71319 -2.65075 10.8635 8.26719 0 -6768.94
 5.23343 -4.07894 11.2364 7.76258 0 -6142.58
 1.24584 -1.46184 -3.64905 7.40156 0 -9475.79
 -4.04594 -7.7211 -2.56059 10.3805 0 -7953.73
 -1.65216 -11.7163 9.69068 8.85642 0 -5187.81
 7.25077 3.45857 -4.59853 10.2266 0 -8141.41
 0.148479 1.08481 1.22133 8.32569 0 -12651.7
 4.84498 -10.5733 -8.3362 10.9983 0 -7055.07
 0.249407 0.0131967 6.76398 9.53471 0 -10110.5
 -2.345 4.83393 -8.52864 11.1575 0 -9157.62
 -1.9764 2.99367 -10.3563 8.32144 0 -7154.96
 -0.0785596 -0.100902 -0.509399 10.0825 0 -16766.9
 -14.2554 -7.42415 0.953292 10.0857 0 -5268.44
 1.37139 -1.56286 -14.0294 9.87424 0 -7870.51
 -2.66648 1.82654 6.28172 8.83514 0 -8218.94
 -0.473006 -0.225781 -6.6322 8.66414 0 -9452.5
 -1.15393 18.3103 -5.86656 9.97692 0 -4728.8
 6.02825 -3.5188 -0.0703339 10.6119 0 -9563.21
 1.14378 0.83373 6.5856 8.55055 0 -8971.24
 -16.7715 3.19529 -0.791785 10.8465 0 -5676.58
 -7.84998 -8.10938 -2.72702 10.8872 0 -7227.19
 -10.7176 -8.71938 13.7789 9.58599 0 -4439
 1.43463 6.19053 14.781 8.40616 0 -4987.71
 -0.0359938 0.459378 -1.01732 7.90694 0 -11675.5
 5.96565 -5.12316 -12.411 8.35414 0 -5751.15
 -0.116731 -1.36498 -2.1639 8.18725 0 -10458.7
 5.66448 -8.96894 10.8851 10.1936 0 -6403.45
 -1.78439 -5.57773 -9.3432 10.8071 0 -8490.49
 3.7184 2.83729 -18.2083 8.34112 0 -5101.1
 1.23189 -2.77027 -5.05198 11.3355 0 -12652.2
 2.23229 10.7564 -14.499 9.71693 0 -5412.88
 4.65113 -2.44084 7.92774 11.3878 0 -9595.07
 -14.3412 12.2751 -5.97989 10.7844 0 -5415.92
 8.07655 -14.2326 4.88094 9.92882 0 -5271.99
 0.327762 0.0675835 0.78202 11.8864 0 -18031.9
 -7.1944 8.37836 5.07297 9.45794 0 -6280.04
 11.9604 -4.0991 -10.0135 8.77338 0 -5293.94
 9.01324 -2.9357 -13.1525 10.7462 0 -6753.47
 1.2644 -0.0580971 -7.51434 8.78426 0 -9923.9
 3.99377 0.694474 -13.218 7.27227 0 -5687.72
 -3.68703 -1.31388 3.79682 11.7317 0 -10947
 -10.6635 -4.07612 -16.0598 9.83633 0 -4924.45
 1.64516 0.958939 -12.8575 9.31416 0 -7754.94
 -7.95089 6.30976 -4.46075 9.20104 0 -6472.35
 -3.92106 8.70306 4.48759 10.062 0 -7171.8
 -0.141557 0.360188 5.19854 11.0439 0 -11975.5
 -2.59886 -2.9689 -3.29489 10.379 0 -10402.8
 11.3153 2.68263 5.06846 10.5598 0 -6857.27
 1.58945 -16.7567 -5.10425 11.8973 0 -6079.18
 7.18563 -4.54005 9.78486 10.6543 0 -7780.34
 -0.00613186 0.111606 -0.16272 11.7418 0 -19404.9
 -0.528865 -0.937762 0.495885 10.1996 0 -14071.5
 2.62647 0.736751 -18.6661 10.7343 0 -6524.4
 3.60434 -7.61073 2.04328 9.47356 0 -7485.93
 0.292762 -0.564255 8.84738 9.50013 0 -8977.59
 4.94833 6.70492 0.841153 11.9449 0 -9301.25
 -13.8993 -7.60879 -8.76792 10.0291 0 -5036.5
 -13.5794 14.4541 -2.1187 12.1546 0 -5853.12
 -10.4233 1.98298 -12.2688 10.4206 0.00367275 -6053.69
 -4.16365 -14.7722 11.3622 8.63067 0.00269777 -4217.95
 3.6147 -3.03489 -0.982674 8.54365 0.0127624 -8773.95
 5.95573 3.90302 5.86123 8.66164 0.00837648 -6804.24
 1.51858 0.244753 -3.8094 10.6229 0.0721962 -13446
 0.618818 -0.343705 -3.18695 9.51214 0.0146658 -12546.6
 -2.82839 7.69627 -18.0605 9.39566 0.00348107 -4995.39
 2.40924 3.30003 12.8029 9.01037 0.00516224 -6260.42
 5.83105 -2.45717 13.0959 8.5146 0.0147031 -5953.26
 -0.341185 1.52676 -4.58159 9.90967 0.039901 -10976.5
 -1.27905 5.09233 4.76292 9.35205 0.0164574 -8292.08
 9.82106 -7.46784 4.17654 8.35706 0.00498243 -5498.52
 -3.66031 11.6332 13.4924 8.84118 0.00251609 -4420.9
 2.07859 1.13856 17.9578 10.1847 0.00576771 -5886.92
 -11.846 6.39593 7.15566 11.0367 0.00381614 -6199.01
 -2.06337 1.89557 10.4443 10.0773 0.0153811 -7901.82
 -15.1963 5.75907 -4.66332 10.3173 0.00272402 -5678.21
 -1.53594 1.30212 -11.5863 9.47943 0.0103616 -8007.82
 6.27275 9.12134 -7.0542 10.9065 0.00571612 -7298.5
 1.03775 -1.99308 -12.4177 10.221 0.00625493 -8622.74
 6.78765 8.99658 -10.5071 11.2721 0.00697813 -7005.14
 6.19951 -9.97785 -4.98918 9.56106 0.00522096 -6496.07
 8.61613 -3.05751 1.06798 8.2289 0.0100925 -6611.33
 -0.216631 -0.338751 10.1353 9.22297 0.0397872 -8099.2
 19.2618 1.49439 -0.320169 8.9375 0.00209571 -4229.46
 -2.65395 0.933786 -17.8955 11.0363 0.00630238 -6598.2
 -1.73208 -1.16595 1.48212 9.68036 0.100058 -11418.8
 13.1326 -4.30849 -5.09426 9.37409 0.00434058 -5721.36
 0.31241 2.48464 3.25444 9.87608 0.0549162 -11035.3
 0.867411 8.59768 -7.6293 10.3021 0.00660777 -7480.17
 2.01574 0.159329 -7.30115 9.72476 0.14169 -10713.5
 -1.16801 -3.38466 -6.61067 9.1377 0.0239958 -9048.69
 0.092083 -0.00571385 18.552 11.8086 0.00834259 -6537.24
 -1.46927 2.26104 0.479717 8.72377 0.0794417 -10073.3
 1.93348 -9.57135 12.9296 10.9353 0.00528637 -6438.54
 1.3564 -3.09552 -6.67245 8.44747 0.0425064 -8877.96
 -12.475 3.49712 14.0691 8.85983 0.00200554 -4224.33
 0.981846 1.89231 1.94666 8.88787 0.0996474 -10953.1
 9.6133 2.65314 0.45026 9.60627 0.00733657 -7170.85
 2.52485 -0.351299 -4.10785 9.35669 0.112994 -11228.9
 0.0131868 0.571618 1.28348 10.6382 0.550071 -16356.5
 -10.4115 9.84269 -5.41811 9.05011 0.0022028 -5457.63
 4.71319 -2.65076 10.8635 8.26719 0.0043866 -6768.96
 5.23342 -4.07892 11.2364 7.76258 0.0156784 -6142.6
 1.24582 -1.46179 -3.64904 7.40156 0.0424003 -9475.89
 -4.04594 -7.72108 -2.56059 10.3805 0.00840662 -7953.74
 -1.65215 -11.7163 9.69067 8.85642 0.00229602 -5187.81
 7.25075 3.45856 -4.59853 10.2266 0.00937836 -8141.43
