 0.994413 -11.3957 -0.672017 0 0
 1.7784 5.66829 -0.0043853 0 0
 -4.44403 7.85625 -7.6543 0 0
 0.484874 -1.66993 -0.88008 0 0
 -2.31191 0.901973 -2.04236 0 0
 -5.63821 1.95961 16.906 0 0
 -3.51853 1.07888 1.68724 0 0
 -5.00988 -11.5897 -10.3975 0 0
 8.27199 -16.9833 -0.0198227 0 0
 1.46408 -5.46743 6.01643 0 0
 -3.11973 1.81586 17.0354 0 0
 -7.66044 -0.0728787 1.98825 0 0
 -5.92366 -2.23741 18.5648 0 0
 -7.75456 5.7562 4.47595 0 0
 9.27485 -2.87963 7.68093 0 0
 -6.87537 12.0066 3.40021 0 0
 -10.4195 0.36701 -7.48102 0 0
 -0.289984 -1.56828 1.1087 0 0
 0.0810067 -1.24091 -1.78122 0 0
 -4.50115 -4.36386 12.1405 0 0
 -0.322075 2.25249 2.30385 0 0
 -3.0026 -1.3371 16.727 0 0
 6.45739 -8.18018 -1.05678 0 0
 12.1149 -2.66711 15.5071 0 0
 8.98889 2.83708 12.4315 0 0
 -3.09619 -3.47032 -5.5462 0 0
 0.717831 -1.08961 -1.07032 0 0
 0.0311537 0.205343 -9.7948 0 0
 3.58193 -3.91136 1.23165 0 0
 -3.62032 4.88731 -2.15776 0 0
 2.88705 -0.0565339 8.32002 0 0
 -3.69238 -2.65379 -1.94344 0 0
 2.40905 -0.0982003 -2.19291 0 0
 0.09758 -0.195131 -0.662354 0 0
 -4.71839 -7.54465 -6.77945 0 0
 -1.00304 0.246701 -15.2363 0 0
 -3.57982 1.5545 -0.459716 0 0
 -12.7938 10.9023 -5.72667 0 0
 -4.04815 -1.94768 -4.60552 0 0
 8.76469 7.19598 -11.3741 0 0
 -1.6634 3.63764 -0.702127 0 0
 -2.89584 -1.17214 -17.096 0 0
 -1.15067 1.40488 -5.62199 0 0
 -0.769712 -2.44443 3.10887 0 0
 15.9642 1.93578 2.54719 0 0
 -3.57231 6.81752 -4.44133 0 0
 -3.18826 5.8791 -5.61628 0 0
 4.77449 -0.362012 -15.1159 0 0
 2.03172 2.48062 1.67622 0 0
 -0.136822 -0.0350632 17.2939 0 0
 2.60287 11.6408 -2.60013 0 0
 1.32569 0.0614138 -0.327968 0 0
 5.12082 9.59614 -1.81772 0 0
 -0.0494054 -0.278399 0.266993 0 0
 14.8236 10.1392 3.47944 0 0
 1.05553 -0.944325 -5.58572 0 0
 11.0279 6.12747 -4.18559 0 0
 -2.72652 0.60663 1.92404 0 0
 6.01579 6.87684 -16.8264 0 0
 9.34491 2.24299 10.4011 0 0
 11.5521 -13.6819 4.50144 0 0
 -1.33578 -0.980901 -3.44195 0 0
 0.609952 1.03428 -1.08899 0 0
 -9.07526 4.92385 -8.24409 0 0
 -8.32611 3.47043 8.76696 0 0
 -1.03908 -5.29893 -8.53758 0 0
 -9.74431 4.09202 16.8457 0 0
 0.193454 -1.22928 -3.17441 0 0
